cblaster search
===============
GCA_000297155.3_ASM29715v3
==========================
CP029159.1
----------
Cluster 1, score 11.7270:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
CAA60468.1    ABMM_000599  95.5      100       2.74e-231  638       763902  764916  +     
intermediate  ABMM_000600  -         -         -          -         764946  766113  +     
intermediate  ABMM_000601  -         -         -          -         766109  766892  +     
intermediate  ABMM_000602  -         -         -          -         766945  769666  -     
intermediate  ABMM_000603  -         -         -          -         769936  770929  +     
intermediate  ABMM_000604  -         -         -          -         770941  772306  -     
intermediate  ABMM_000605  -         -         -          -         772315  773713  -     
intermediate  ABMM_000606  -         -         -          -         773970  775122  +     
intermediate  ABMM_000607  -         -         -          -         775271  776225  +     
intermediate  ABMM_000608  -         -         -          -         776290  777127  +     
CAA60461.1    ABMM_000609  35.3      67.7      1.45e-159  535       777204  782151  -     
intermediate  ABMM_000610  -         -         -          -         782186  782924  -     
intermediate  ABMM_000611  -         -         -          -         782920  783130  -     
intermediate  ABMM_000612  -         -         -          -         783133  784153  -     
intermediate  ABMM_000613  -         -         -          -         784167  785121  -     
intermediate  ABMM_000614  -         -         -          -         785336  786608  -     
intermediate  ABMM_000615  -         -         -          -         786761  788594  -     
intermediate  ABMM_000616  -         -         -          -         789066  790092  -     
intermediate  ABMM_000617  -         -         -          -         790088  790778  -     
intermediate  ABMM_000618  -         -         -          -         790912  791893  -     
intermediate  ABMM_000619  -         -         -          -         791978  792569  -     
intermediate  ABMM_000620  -         -         -          -         792606  792969  -     
intermediate  ABMM_000621  -         -         -          -         793006  793720  -     
intermediate  ABMM_000622  -         -         -          -         793733  794516  -     
intermediate  ABMM_000623  -         -         -          -         794891  797876  -     
intermediate  ABMM_000624  -         -         -          -         798379  799279  -     
intermediate  ABMM_000625  -         -         -          -         799638  800415  +     
intermediate  ABMM_000626  -         -         -          -         800423  801734  -     
intermediate  ABMM_000627  -         -         -          -         801730  803578  -     


GCA_003932715.1_ASM393271v1
===========================
CP020700.1
----------
Cluster 8, score 11.7270:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  ABNT_000303  -         -         -          -         577720  579139  -     
intermediate  ABNT_000304  -         -         -          -         579210  581235  -     
intermediate  ABNT_000305  -         -         -          -         581868  582621  +     
intermediate  ABNT_000306  -         -         -          -         582687  583215  -     
intermediate  ABNT_000307  -         -         -          -         583211  585566  -     
intermediate  ABNT_000308  -         -         -          -         585562  585787  -     
intermediate  ABNT_000309  -         -         -          -         586341  587745  +     
intermediate  ABNT_000310  -         -         -          -         587818  588910  +     
intermediate  ABNT_000311  -         -         -          -         588906  589146  +     
intermediate  ABNT_000312  -         -         -          -         589196  590081  +     
intermediate  ABNT_000313  -         -         -          -         590082  590619  +     
intermediate  ABNT_000314  -         -         -          -         590781  592374  +     
intermediate  ABNT_000315  -         -         -          -         592471  592729  +     
CAA60461.1    ABNT_000316  28.4      67        1.67e-76   290       592715  596981  +     
intermediate  ABNT_000317  -         -         -          -         597051  598080  +     
intermediate  ABNT_000318  -         -         -          -         598124  599120  +     
intermediate  ABNT_000319  -         -         -          -         599116  599920  +     
intermediate  ABNT_000320  -         -         -          -         599861  600521  -     
intermediate  ABNT_000321  -         -         -          -         600690  601386  -     
intermediate  ABNT_000322  -         -         -          -         601532  602240  -     
intermediate  ABNT_000323  -         -         -          -         602617  603484  -     
intermediate  ABNT_000324  -         -         -          -         603948  604167  +     
intermediate  ABNT_000325  -         -         -          -         604159  604729  +     
intermediate  ABNT_000326  -         -         -          -         604725  605361  +     
intermediate  ABNT_000327  -         -         -          -         605482  605668  +     
intermediate  ABNT_000328  -         -         -          -         605664  606168  +     
intermediate  ABNT_000329  -         -         -          -         606644  607940  +     
CAA60459.1    ABNT_000330  30.6      4.2       8.6e-35    157       607947  610338  +     
intermediate  ABNT_000331  -         -         -          -         610334  611672  +     
intermediate  ABNT_000332  -         -         -          -         611668  612829  +     
intermediate  ABNT_000333  -         -         -          -         612841  613996  -     
intermediate  ABNT_000334  -         -         -          -         614055  614523  +     
intermediate  ABNT_000335  -         -         -          -         614626  615856  +     
intermediate  ABNT_000336  -         -         -          -         616040  617228  +     
intermediate  ABNT_000337  -         -         -          -         617240  617993  +     
intermediate  ABNT_000338  -         -         -          -         618182  618833  +     
intermediate  ABNT_000339  -         -         -          -         618810  619899  -     
intermediate  ABNT_000340  -         -         -          -         619909  621010  -     
intermediate  ABNT_000341  -         -         -          -         621002  621263  -     
intermediate  ABNT_000342  -         -         -          -         621259  622135  -     
CAA60467.1    ABNT_000343  77.6      100       3.94e-180  509       622131  623169  -     
CAA60459.1    ABNT_000344  55.8      35.4      0          3541      623269  634066  -     
CAA60459.1    ABNT_000345  49.4      68.4      0          5694      634070  657038  -     
CAA60468.1    ABNT_000346  71.1      98.2      8.84e-164  467       657258  658251  +     
CAA60461.1    ABNT_000347  56.8      97.3      0          1572      658247  662846  +     
CAA60459.1    ABNT_000348  48.8      59.1      0          5040      662848  682105  +     
intermediate  ABNT_000349  -         -         -          -         682101  683268  +     
intermediate  ABNT_000350  -         -         -          -         683264  684047  +     
intermediate  ABNT_000351  -         -         -          -         684061  686821  -     
intermediate  ABNT_000352  -         -         -          -         686887  687667  -     
intermediate  ABNT_000353  -         -         -          -         688586  689531  +     
intermediate  ABNT_000354  -         -         -          -         689509  689755  -     
intermediate  ABNT_000355  -         -         -          -         689843  690953  +     
intermediate  ABNT_000356  -         -         -          -         690963  691206  -     
intermediate  ABNT_000357  -         -         -          -         691688  692543  +     
intermediate  ABNT_000358  -         -         -          -         692657  693560  -     
intermediate  ABNT_000359  -         -         -          -         693975  695295  +     
intermediate  ABNT_000360  -         -         -          -         695318  696269  +     
intermediate  ABNT_000361  -         -         -          -         696809  697796  +     
intermediate  ABNT_000362  -         -         -          -         697877  698483  +     
intermediate  ABNT_000363  -         -         -          -         698482  698890  +     
intermediate  ABNT_000364  -         -         -          -         699006  699798  +     
intermediate  ABNT_000365  -         -         -          -         699813  700485  +     
intermediate  ABNT_000366  -         -         -          -         700442  703889  -     
intermediate  ABNT_000367  -         -         -          -         704487  705270  +     
intermediate  ABNT_000368  -         -         -          -         705515  706922  +     


GCA_004295505.1_ASM429550v1
===========================
SGFG01000008.1
--------------
Cluster 9, score 11.7270:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  ABRL_006060  -         -         -          -         54775   56194   -     
intermediate  ABRL_006061  -         -         -          -         56265   58290   -     
intermediate  ABRL_006062  -         -         -          -         58923   59676   +     
intermediate  ABRL_006063  -         -         -          -         59742   60270   -     
intermediate  ABRL_006064  -         -         -          -         60266   62621   -     
intermediate  ABRL_006065  -         -         -          -         62617   62842   -     
intermediate  ABRL_006066  -         -         -          -         63396   64800   +     
intermediate  ABRL_006067  -         -         -          -         64873   65965   +     
intermediate  ABRL_006068  -         -         -          -         65961   66201   +     
intermediate  ABRL_006069  -         -         -          -         66251   67136   +     
intermediate  ABRL_006070  -         -         -          -         67137   67674   +     
intermediate  ABRL_006071  -         -         -          -         67836   69429   +     
intermediate  ABRL_006072  -         -         -          -         69526   69784   +     
CAA60461.1    ABRL_006073  28.4      67        1.67e-76   290       69770   74036   +     
intermediate  ABRL_006074  -         -         -          -         74106   75135   +     
intermediate  ABRL_006075  -         -         -          -         75179   76175   +     
intermediate  ABRL_006076  -         -         -          -         76171   76975   +     
intermediate  ABRL_006077  -         -         -          -         76916   77609   -     
intermediate  ABRL_006078  -         -         -          -         77745   78441   -     
intermediate  ABRL_006079  -         -         -          -         78587   79295   -     
intermediate  ABRL_006080  -         -         -          -         79672   80539   -     
intermediate  ABRL_006081  -         -         -          -         81003   81222   +     
intermediate  ABRL_006082  -         -         -          -         81214   81784   +     
intermediate  ABRL_006083  -         -         -          -         81780   82416   +     
intermediate  ABRL_006084  -         -         -          -         82537   82723   +     
intermediate  ABRL_006085  -         -         -          -         82719   83223   +     
intermediate  ABRL_006086  -         -         -          -         83699   84995   +     
CAA60459.1    ABRL_006087  30.6      4.2       8.6e-35    157       85002   87393   +     
intermediate  ABRL_006088  -         -         -          -         87389   88727   +     
intermediate  ABRL_006089  -         -         -          -         88723   89884   +     
intermediate  ABRL_006090  -         -         -          -         89896   91051   -     
intermediate  ABRL_006091  -         -         -          -         91110   91578   +     
intermediate  ABRL_006092  -         -         -          -         91681   92911   +     
intermediate  ABRL_006093  -         -         -          -         93095   94283   +     
intermediate  ABRL_006094  -         -         -          -         94295   95048   +     
intermediate  ABRL_006095  -         -         -          -         95237   95888   +     
intermediate  ABRL_006096  -         -         -          -         95865   96954   -     
intermediate  ABRL_006097  -         -         -          -         96964   98065   -     
intermediate  ABRL_006098  -         -         -          -         98057   98318   -     
intermediate  ABRL_006099  -         -         -          -         98314   99190   -     
CAA60467.1    ABRL_006100  77.6      100       3.94e-180  509       99186   100224  -     
CAA60459.1    ABRL_006101  55.8      35.4      0          3541      100324  111121  -     
CAA60459.1    ABRL_006102  49.4      68.4      0          5694      111125  134093  -     
CAA60468.1    ABRL_006103  71.1      98.2      8.84e-164  467       134313  135306  +     
CAA60461.1    ABRL_006104  56.8      97.3      0          1572      135302  139901  +     
CAA60459.1    ABRL_006105  48.8      59.1      0          5040      139903  159160  +     
intermediate  ABRL_006106  -         -         -          -         159156  160323  +     
intermediate  ABRL_006107  -         -         -          -         160319  161102  +     
intermediate  ABRL_006108  -         -         -          -         161116  163876  -     
intermediate  ABRL_006109  -         -         -          -         163942  164722  -     
intermediate  ABRL_006110  -         -         -          -         165641  166586  +     
intermediate  ABRL_006111  -         -         -          -         166564  166810  -     
intermediate  ABRL_006112  -         -         -          -         166898  168008  +     
intermediate  ABRL_006113  -         -         -          -         168018  168261  -     
intermediate  ABRL_006114  -         -         -          -         168743  169598  +     
intermediate  ABRL_006115  -         -         -          -         169712  170615  -     
intermediate  ABRL_006116  -         -         -          -         171030  172350  +     
intermediate  ABRL_006117  -         -         -          -         172373  173324  +     
intermediate  ABRL_006118  -         -         -          -         173864  174851  +     
intermediate  ABRL_006119  -         -         -          -         174932  175538  +     
intermediate  ABRL_006120  -         -         -          -         175537  175945  +     
intermediate  ABRL_006121  -         -         -          -         176061  176853  +     
intermediate  ABRL_006122  -         -         -          -         176868  177540  +     
intermediate  ABRL_006123  -         -         -          -         177497  180944  -     
intermediate  ABRL_006124  -         -         -          -         181542  182325  +     
intermediate  ABRL_006125  -         -         -          -         182570  183977  +     


GCA_006974005.1_ASM697400v1
===========================
CP029823.1
----------
Cluster 10, score 15.0680:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  ABUR_000186  -         -         -          -         195999  196278  +     
intermediate  ABUR_000187  -         -         -          -         196450  197275  +     
intermediate  ABUR_000188  -         -         -          -         197288  198119  +     
intermediate  ABUR_000189  -         -         -          -         198132  199200  -     
intermediate  ABUR_000190  -         -         -          -         199279  199798  -     
intermediate  ABUR_000191  -         -         -          -         200076  200799  +     
intermediate  ABUR_000192  -         -         -          -         200810  201611  +     
intermediate  ABUR_000193  -         -         -          -         201812  202397  -     
intermediate  ABUR_000194  -         -         -          -         202441  203164  -     
intermediate  ABUR_000195  -         -         -          -         203505  204456  -     
intermediate  ABUR_000196  -         -         -          -         204516  205227  -     
intermediate  ABUR_000197  -         -         -          -         205236  206007  -     
intermediate  ABUR_000198  -         -         -          -         206053  206806  -     
intermediate  ABUR_000199  -         -         -          -         206792  207827  -     
intermediate  ABUR_000200  -         -         -          -         207823  208213  -     
intermediate  ABUR_000201  -         -         -          -         208209  209148  -     
intermediate  ABUR_000202  -         -         -          -         209197  210280  -     
intermediate  ABUR_000203  -         -         -          -         210272  211604  -     
intermediate  ABUR_000204  -         -         -          -         211928  212306  +     
intermediate  ABUR_000205  -         -         -          -         212302  213892  +     
intermediate  ABUR_000206  -         -         -          -         213920  215885  +     
intermediate  ABUR_000207  -         -         -          -         215881  216586  +     
intermediate  ABUR_000208  -         -         -          -         216641  218486  +     
intermediate  ABUR_000209  -         -         -          -         218723  220805  +     
CAA60461.1    ABUR_000210  27        27.8      5.2e-27    125       220728  222078  -     
CAA60461.1    ABUR_000211  34.4      31.5      1.35e-42   173       222139  223714  -     
intermediate  ABUR_000212  -         -         -          -         223799  224579  -     
CAA60461.1    ABUR_000213  28.4      67        1.88e-93   337       224575  227818  -     
intermediate  ABUR_000214  -         -         -          -         227811  228063  -     
intermediate  ABUR_000215  -         -         -          -         228296  229583  -     
intermediate  ABUR_000216  -         -         -          -         229913  230996  +     
intermediate  ABUR_000217  -         -         -          -         230998  232249  +     
intermediate  ABUR_000218  -         -         -          -         232248  233493  +     
intermediate  ABUR_000219  -         -         -          -         233339  233825  -     
intermediate  ABUR_000220  -         -         -          -         233821  234181  -     
intermediate  ABUR_000221  -         -         -          -         234720  237336  +     
CAA60459.1    ABUR_000222  67.8      71.5      0          8972      237543  261348  -     
CAA60461.1    ABUR_000223  72.3      98.6      0          2147      261578  266108  +     
CAA60459.1    ABUR_000224  88.3      1.6       4.14e-88   296       266113  266698  +     
CAA60459.1    ABUR_000225  60.5      65.7      0          7570      266694  290517  +     
CAA60467.1    ABUR_000226  81.3      100       1.02e-192  543       290604  291738  -     
CAA60468.1    ABUR_000227  78.6      97        4.41e-183  517       291804  292860  +     
intermediate  ABUR_000228  -         -         -          -         292894  294061  +     
intermediate  ABUR_000229  -         -         -          -         294085  295267  +     
intermediate  ABUR_000230  -         -         -          -         295490  296063  -     
intermediate  ABUR_000231  -         -         -          -         296059  297406  -     
intermediate  ABUR_000232  -         -         -          -         297402  298401  -     
intermediate  ABUR_000233  -         -         -          -         298397  298952  -     
intermediate  ABUR_000234  -         -         -          -         299020  299992  -     
intermediate  ABUR_000235  -         -         -          -         300309  301605  -     
intermediate  ABUR_000236  -         -         -          -         301784  303005  -     
intermediate  ABUR_000237  -         -         -          -         303091  305056  -     
intermediate  ABUR_000238  -         -         -          -         305052  306279  -     
intermediate  ABUR_000239  -         -         -          -         306321  307491  -     
intermediate  ABUR_000240  -         -         -          -         307490  308378  -     
intermediate  ABUR_000241  -         -         -          -         308367  309621  -     
intermediate  ABUR_000242  -         -         -          -         309617  311408  -     
intermediate  ABUR_000243  -         -         -          -         311404  312229  -     
intermediate  ABUR_000244  -         -         -          -         312225  313251  -     
intermediate  ABUR_000245  -         -         -          -         313247  314849  -     
intermediate  ABUR_000246  -         -         -          -         314913  315204  -     
intermediate  ABUR_000247  -         -         -          -         315348  316488  -     
intermediate  ABUR_000248  -         -         -          -         316578  317181  +     


GCA_007856155.1_ASM785615v1
===========================
CP042266.1
----------
Cluster 11, score 10.6932:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  ABVV_006288  -         -         -          -         7656217  7656979  -     
intermediate  ABVV_006289  -         -         -          -         7657001  7657361  -     
intermediate  ABVV_006290  -         -         -          -         7657478  7658375  +     
intermediate  ABVV_006291  -         -         -          -         7658765  7659839  -     
intermediate  ABVV_006292  -         -         -          -         7660130  7660829  -     
intermediate  ABVV_006293  -         -         -          -         7660849  7661434  +     
intermediate  ABVV_006294  -         -         -          -         7661735  7662026  +     
intermediate  ABVV_006295  -         -         -          -         7662481  7662697  +     
intermediate  ABVV_006296  -         -         -          -         7663420  7664356  +     
intermediate  ABVV_006297  -         -         -          -         7664422  7664665  +     
intermediate  ABVV_006298  -         -         -          -         7664774  7664939  +     
intermediate  ABVV_006299  -         -         -          -         7664941  7665982  +     
intermediate  ABVV_006300  -         -         -          -         7665978  7666983  +     
intermediate  ABVV_006301  -         -         -          -         7666979  7668158  +     
intermediate  ABVV_006302  -         -         -          -         7668154  7669231  +     
intermediate  ABVV_006303  -         -         -          -         7669227  7670325  +     
intermediate  ABVV_006304  -         -         -          -         7670314  7671505  +     
intermediate  ABVV_006305  -         -         -          -         7671616  7672696  +     
intermediate  ABVV_006306  -         -         -          -         7673050  7674397  +     
intermediate  ABVV_006307  -         -         -          -         7674443  7674596  -     
intermediate  ABVV_006308  -         -         -          -         7675434  7676202  +     
intermediate  ABVV_006309  -         -         -          -         7676280  7679040  +     
intermediate  ABVV_006310  -         -         -          -         7679055  7679829  -     
intermediate  ABVV_006311  -         -         -          -         7679834  7681001  -     
CAA60459.1    ABVV_006312  49        59.1      0          5068      7680997  7700188  -     
CAA60461.1    ABVV_006313  56.6      97.3      0          1575      7700190  7704765  -     
CAA60468.1    ABVV_006314  70.5      99.1      1.28e-161  462       7704761  7705760  -     
CAA60459.1    ABVV_006315  48.9      68        0          5574      7705974  7728711  +     
CAA60459.1    ABVV_006316  55.3      35.4      0          3509      7728715  7739503  +     
CAA60467.1    ABVV_006317  77.8      100       2.27e-179  508       7739640  7740678  +     
intermediate  ABVV_006318  -         -         -          -         7740674  7741550  +     
intermediate  ABVV_006319  -         -         -          -         7741546  7741819  +     
intermediate  ABVV_006320  -         -         -          -         7741811  7742912  +     
intermediate  ABVV_006321  -         -         -          -         7742922  7744011  +     
intermediate  ABVV_006322  -         -         -          -         7743988  7744639  -     
intermediate  ABVV_006323  -         -         -          -         7744791  7745952  -     
intermediate  ABVV_006324  -         -         -          -         7745948  7747286  -     
CAA60459.1    ABVV_006325  31        4.2       9.71e-37   163       7747282  7749682  -     
CAA60459.1    ABVV_006326  30.7      2.5       5.42e-09   72.8      7749689  7750985  -     
intermediate  ABVV_006327  -         -         -          -         7751472  7752333  -     
intermediate  ABVV_006328  -         -         -          -         7752430  7752994  -     
intermediate  ABVV_006329  -         -         -          -         7753259  7754237  +     
intermediate  ABVV_006330  -         -         -          -         7754356  7754779  -     
intermediate  ABVV_006331  -         -         -          -         7755028  7755655  +     
intermediate  ABVV_006332  -         -         -          -         7755813  7756899  -     
intermediate  ABVV_006333  -         -         -          -         7756999  7757584  +     
intermediate  ABVV_006334  -         -         -          -         7757854  7759075  +     
intermediate  ABVV_006335  -         -         -          -         7759296  7759950  +     
intermediate  ABVV_006336  -         -         -          -         7760143  7760818  +     
intermediate  ABVV_006337  -         -         -          -         7760814  7762263  +     
intermediate  ABVV_006338  -         -         -          -         7762329  7763430  -     
intermediate  ABVV_006339  -         -         -          -         7763874  7764825  +     
intermediate  ABVV_006340  -         -         -          -         7764895  7766089  +     
intermediate  ABVV_006341  -         -         -          -         7766102  7766855  +     
intermediate  ABVV_006342  -         -         -          -         7767071  7768322  +     
intermediate  ABVV_006343  -         -         -          -         7769061  7769442  +     
intermediate  ABVV_006344  -         -         -          -         7769585  7769987  +     
intermediate  ABVV_006345  -         -         -          -         7770165  7770657  +     
intermediate  ABVV_006346  -         -         -          -         7771046  7771778  -     
intermediate  ABVV_006347  -         -         -          -         7772426  7773536  +     
intermediate  ABVV_006348  -         -         -          -         7773659  7775060  -     


GCA_008033485.2_ASM803348v2
===========================
RIAT02000002.1
--------------
Cluster 12, score 12.5770:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  ABWC_002653  -         -         -          -         128844  129123  +     
intermediate  ABWC_002654  -         -         -          -         129295  130054  +     
intermediate  ABWC_002655  -         -         -          -         130133  130964  +     
intermediate  ABWC_002656  -         -         -          -         130936  132043  -     
intermediate  ABWC_002657  -         -         -          -         132201  132636  -     
intermediate  ABWC_002658  -         -         -          -         132995  133640  +     
intermediate  ABWC_002659  -         -         -          -         133651  134452  +     
intermediate  ABWC_002660  -         -         -          -         134653  135238  -     
intermediate  ABWC_002661  -         -         -          -         135282  136005  -     
intermediate  ABWC_002662  -         -         -          -         136347  137298  -     
intermediate  ABWC_002663  -         -         -          -         137358  138069  -     
intermediate  ABWC_002664  -         -         -          -         138078  138849  -     
intermediate  ABWC_002665  -         -         -          -         138895  139648  -     
intermediate  ABWC_002666  -         -         -          -         139634  140669  -     
intermediate  ABWC_002667  -         -         -          -         140665  141055  -     
intermediate  ABWC_002668  -         -         -          -         141051  141990  -     
intermediate  ABWC_002669  -         -         -          -         142039  143122  -     
intermediate  ABWC_002670  -         -         -          -         143114  144446  -     
intermediate  ABWC_002671  -         -         -          -         144770  145148  +     
intermediate  ABWC_002672  -         -         -          -         145144  146734  +     
intermediate  ABWC_002673  -         -         -          -         146762  148727  +     
intermediate  ABWC_002674  -         -         -          -         148762  149428  +     
intermediate  ABWC_002675  -         -         -          -         149483  151328  +     
intermediate  ABWC_002676  -         -         -          -         151400  153482  +     
CAA60461.1    ABWC_002677  27.2      27.8      1.19e-27   127       153405  154755  -     
CAA60461.1    ABWC_002678  34.6      31.6      4.46e-42   172       154816  156391  -     
intermediate  ABWC_002679  -         -         -          -         156476  157256  -     
intermediate  ABWC_002680  -         -         -          -         157252  160495  -     
intermediate  ABWC_002681  -         -         -          -         160488  160740  -     
intermediate  ABWC_002682  -         -         -          -         160973  162260  -     
intermediate  ABWC_002683  -         -         -          -         162590  163673  +     
intermediate  ABWC_002684  -         -         -          -         163675  164926  +     
intermediate  ABWC_002685  -         -         -          -         164925  166170  +     
intermediate  ABWC_002686  -         -         -          -         166016  166502  -     
intermediate  ABWC_002687  -         -         -          -         166498  166858  -     
intermediate  ABWC_002688  -         -         -          -         167397  170013  +     
CAA60459.1    ABWC_002689  67.5      71.5      0          8968      170220  194028  -     
CAA60461.1    ABWC_002690  72.2      98.6      0          2143      194258  198788  +     
CAA60459.1    ABWC_002691  63.3      27.6      0          3304      198793  207811  +     
CAA60467.1    ABWC_002692  80.5      100       3.39e-191  539       207899  209033  -     
CAA60468.1    ABWC_002693  78.6      97        4.41e-183  517       209099  210155  +     
intermediate  ABWC_002694  -         -         -          -         210189  211356  +     
intermediate  ABWC_002695  -         -         -          -         211380  212562  +     
intermediate  ABWC_002696  -         -         -          -         212785  213358  -     
intermediate  ABWC_002697  -         -         -          -         213354  214701  -     
intermediate  ABWC_002698  -         -         -          -         214697  215696  -     
intermediate  ABWC_002699  -         -         -          -         215692  216247  -     
intermediate  ABWC_002700  -         -         -          -         216315  217287  -     
intermediate  ABWC_002701  -         -         -          -         217604  218900  -     
intermediate  ABWC_002702  -         -         -          -         219079  220300  -     
intermediate  ABWC_002703  -         -         -          -         220386  222351  -     
intermediate  ABWC_002704  -         -         -          -         222347  223574  -     
intermediate  ABWC_002705  -         -         -          -         223616  224786  -     
intermediate  ABWC_002706  -         -         -          -         224785  225673  -     
intermediate  ABWC_002707  -         -         -          -         225662  226916  -     
intermediate  ABWC_002708  -         -         -          -         226912  228703  -     
intermediate  ABWC_002709  -         -         -          -         228699  229524  -     
intermediate  ABWC_002710  -         -         -          -         229520  230546  -     
intermediate  ABWC_002711  -         -         -          -         230542  231955  -     
intermediate  ABWC_002712  -         -         -          -         232208  232499  -     
intermediate  ABWC_002713  -         -         -          -         232642  233782  -     
intermediate  ABWC_002714  -         -         -          -         233872  234475  +     


GCA_008704495.1_ASM870449v1
===========================
CP023699.1
----------
Cluster 13, score 14.7489:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  ABXR_000420  -         -         -          -         506005  506458  -     
intermediate  ABXR_000421  -         -         -          -         506930  507416  +     
intermediate  ABXR_000422  -         -         -          -         507908  509315  +     
intermediate  ABXR_000423  -         -         -          -         509472  511230  -     
intermediate  ABXR_000424  -         -         -          -         511393  512626  +     
intermediate  ABXR_000425  -         -         -          -         513347  513965  +     
intermediate  ABXR_000426  -         -         -          -         514007  514118  +     
intermediate  ABXR_000427  -         -         -          -         514171  515095  +     
intermediate  ABXR_000428  -         -         -          -         515203  516379  +     
intermediate  ABXR_000429  -         -         -          -         516543  517143  -     
intermediate  ABXR_000430  -         -         -          -         517457  518072  -     
intermediate  ABXR_000431  -         -         -          -         518071  518920  -     
intermediate  ABXR_000432  -         -         -          -         519353  520028  -     
intermediate  ABXR_000433  -         -         -          -         520579  520963  -     
intermediate  ABXR_000434  -         -         -          -         521254  521638  +     
intermediate  ABXR_000435  -         -         -          -         521685  522330  +     
intermediate  ABXR_000436  -         -         -          -         522472  523816  -     
intermediate  ABXR_000437  -         -         -          -         523837  524395  -     
intermediate  ABXR_000438  -         -         -          -         524580  524895  -     
intermediate  ABXR_000439  -         -         -          -         525083  525986  +     
intermediate  ABXR_000440  -         -         -          -         526034  526940  -     
intermediate  ABXR_000441  -         -         -          -         526936  527302  -     
intermediate  ABXR_000442  -         -         -          -         527685  528246  -     
intermediate  ABXR_000443  -         -         -          -         528273  530361  -     
CAA60459.1    ABXR_000444  31        2.5       2.16e-08   70.9      530894  532175  +     
CAA60459.1    ABXR_000445  31.6      4.2       1.88e-39   171       532182  534573  +     
intermediate  ABXR_000446  -         -         -          -         534781  535906  +     
intermediate  ABXR_000447  -         -         -          -         535902  537063  +     
intermediate  ABXR_000448  -         -         -          -         537141  537642  +     
intermediate  ABXR_000449  -         -         -          -         537614  537809  +     
intermediate  ABXR_000450  -         -         -          -         537786  538875  -     
intermediate  ABXR_000451  -         -         -          -         538885  539986  -     
intermediate  ABXR_000452  -         -         -          -         539978  540239  -     
intermediate  ABXR_000453  -         -         -          -         540235  541087  -     
CAA60467.1    ABXR_000454  76.4      100       1.86e-178  505       541107  542145  -     
CAA60459.1    ABXR_000455  40.5      2.1       2.92e-33   139       542148  542766  -     
CAA60459.1    ABXR_000456  57.6      32.8      0          3422      542846  552941  -     
CAA60459.1    ABXR_000457  51.6      49.7      0          4420      552945  567906  -     
intermediate  ABXR_000458  -         -         -          -         568498  569641  +     
CAA60459.1    ABXR_000459  51.2      14.2      0          1181      570036  575754  -     
CAA60468.1    ABXR_000460  71.9      98.8      2.23e-169  481       575979  576978  +     
CAA60461.1    ABXR_000461  58.3      97.8      0          1644      576974  581495  +     
CAA60459.1    ABXR_000462  50.9      31.4      0          2668      581979  591636  +     
CAA60459.1    ABXR_000463  73.5      4.9       1.02e-231  728       591647  593549  +     
CAA60459.1    ABXR_000464  52.5      22.1      0          2059      593538  600720  +     
intermediate  ABXR_000465  -         -         -          -         600716  601883  +     
intermediate  ABXR_000466  -         -         -          -         601879  602662  +     
intermediate  ABXR_000467  -         -         -          -         602677  605437  -     
intermediate  ABXR_000468  -         -         -          -         605517  606285  -     
intermediate  ABXR_000469  -         -         -          -         606281  606653  -     
intermediate  ABXR_000470  -         -         -          -         606875  607829  -     
intermediate  ABXR_000471  -         -         -          -         608059  608290  -     
intermediate  ABXR_000472  -         -         -          -         608386  608509  -     
intermediate  ABXR_000473  -         -         -          -         608520  608682  +     
intermediate  ABXR_000474  -         -         -          -         608910  609867  -     
intermediate  ABXR_000475  -         -         -          -         610379  610790  +     
intermediate  ABXR_000476  -         -         -          -         611303  612338  -     
intermediate  ABXR_000477  -         -         -          -         612481  613474  +     
intermediate  ABXR_000478  -         -         -          -         613563  614517  -     
intermediate  ABXR_000479  -         -         -          -         614589  615174  +     
intermediate  ABXR_000480  -         -         -          -         615337  615748  +     
intermediate  ABXR_000481  -         -         -          -         615948  616665  -     
intermediate  ABXR_000482  -         -         -          -         616775  618011  -     
intermediate  ABXR_000483  -         -         -          -         618261  618903  +     
intermediate  ABXR_000484  -         -         -          -         618969  620109  -     
intermediate  ABXR_000485  -         -         -          -         620148  620334  -     
intermediate  ABXR_000486  -         -         -          -         620330  620657  -     
intermediate  ABXR_000487  -         -         -          -         620957  621824  -     
intermediate  ABXR_000488  -         -         -          -         621820  622447  -     
intermediate  ABXR_000489  -         -         -          -         622691  623060  +     
intermediate  ABXR_000490  -         -         -          -         623056  623989  +     
intermediate  ABXR_000491  -         -         -          -         624020  624425  -     
intermediate  ABXR_000492  -         -         -          -         624634  624862  +     


GCA_009296025.1_ASM929602v1
===========================
CP045178.1
----------
Cluster 14, score 19.9161:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  ABYQ_006335  -         -         -          -         7749410  7750370  +     
intermediate  ABYQ_006336  -         -         -          -         7750375  7751221  +     
